class,symbol,tissue_type,TPM,organ,kinase_percentile
Dark,STK33,Adrenal Gland,6.538,adrenal_gland,42
Dark,STK33,Artery - Aorta,0.3897,aorta,13
Dark,STK33,Artery - Coronary,0.3376,coronary_artery,11
Dark,STK33,Artery - Tibial,0.3493,NA,14.000000000000002
Dark,STK33,Bladder,2.665,urinary_bladder,21
Dark,STK33,Brain - Amygdala,2.5915,amygdala,31
Dark,STK33,Brain - Anterior cingulate cortex (BA24),2.534,brain,30
Dark,STK33,Brain - Caudate (basal ganglia),3.788,brain,35
Dark,STK33,Brain - Cerebellar Hemisphere,3.782,cerebellar_hemisphere,30
Dark,STK33,Brain - Cerebellum,4.011,cerebellum,28.999999999999996
Dark,STK33,Brain - Cortex,2.3705,prefrontal_cortex,25
Dark,STK33,Brain - Frontal Cortex (BA9),2.152,frontal_cortex,24
Dark,STK33,Brain - Hippocampus,2.086,hippocampus,26
Dark,STK33,Brain - Hypothalamus,5.294,brain,41
Dark,STK33,Brain - Nucleus accumbens (basal ganglia),3.679,brain,33
Dark,STK33,Brain - Putamen (basal ganglia),2.4855,brain,30
Dark,STK33,Brain - Spinal cord (cervical c-1),3.884,spinal_cord,34
Dark,STK33,Brain - Substantia nigra,3.6825,brain,36
Dark,STK33,Breast - Mammary Tissue,0.2741,breast,8
Dark,STK33,Cervix - Ectocervix,3.384,ectocervix,27
Dark,STK33,Cervix - Endocervix,5.801,uterine_cervix,30
Dark,STK33,Colon - Sigmoid,6.643,colon,38
Dark,STK33,Colon - Transverse,1.9455,colon,19
Dark,STK33,Esophagus - Gastroesophageal Junction,5.668,esophagus,35
Dark,STK33,Esophagus - Mucosa,0.4894,esophagus,13
Dark,STK33,Esophagus - Muscularis,5.322,esophagus,34
Dark,STK33,Fallopian Tube,11.53,fallopian_tube,45
Dark,STK33,Heart - Atrial Appendage,4.235,heart,41
Dark,STK33,Heart - Left Ventricle,3.879,heart,52
Dark,STK33,Kidney - Cortex,4.373,kidney,40
Dark,STK33,Liver,0.1042,liver,12
Dark,STK33,Lung,4.062,lung,25
Dark,STK33,Minor Salivary Gland,1.698,salivary_gland,20
Dark,STK33,Muscle - Skeletal,0.88225,skeletal_muscle,28.999999999999996
Dark,STK33,Nerve - Tibial,1.534,nerve,18
Dark,STK33,Ovary,13.48,ovary,49
Dark,STK33,Pancreas,2.7595,pancreas,38
Dark,STK33,Pituitary,30.77,pituitary_gland,80
Dark,STK33,Prostate,4.2245,prostate,26
Dark,STK33,Skin - Not Sun Exposed (Suprapubic),0.131,skin,5
Dark,STK33,Skin - Sun Exposed (Lower leg),0.1257,skin,5
Dark,STK33,Small Intestine - Terminal Ileum,2.134,small_intestine,18
Dark,STK33,Spleen,1.5995,spleen,19
Dark,STK33,Stomach,3.301,stomach,28.999999999999996
Dark,STK33,Testis,43.14,testis,82
Dark,STK33,Thyroid,14.985,thyroid_gland,49
Dark,STK33,Uterus,10,uterus,40
Dark,STK33,Vagina,1.34,vagina,15
Dark,STK33,Whole Blood,0.08973,NA,16
Light,TRIM66,Adipose - Subcutaneous,8.2335,adipose_tissue,40
Light,TRIM66,Adipose - Visceral (Omentum),4.974,adipose_tissue,32
Light,TRIM66,Adrenal Gland,8.676,adrenal_gland,51
Light,TRIM66,Artery - Aorta,8.267,aorta,42
Light,TRIM66,Artery - Coronary,7.819,coronary_artery,40
Light,TRIM66,Artery - Tibial,7.976,NA,41
Light,TRIM66,Bladder,7.773,urinary_bladder,34
Light,TRIM66,Brain - Amygdala,2.1655,amygdala,27
Light,TRIM66,Brain - Anterior cingulate cortex (BA24),2.759,brain,31
Light,TRIM66,Brain - Caudate (basal ganglia),4.3255,brain,37
Light,TRIM66,Brain - Cerebellar Hemisphere,13.105,cerebellar_hemisphere,47
Light,TRIM66,Brain - Cerebellum,14.69,cerebellum,51
Light,TRIM66,Brain - Cortex,4.704,prefrontal_cortex,36
Light,TRIM66,Brain - Frontal Cortex (BA9),4.072,frontal_cortex,32
Light,TRIM66,Brain - Hippocampus,1.824,hippocampus,24
Light,TRIM66,Brain - Hypothalamus,4.144,brain,34
Light,TRIM66,Brain - Nucleus accumbens (basal ganglia),6.41,brain,44
Light,TRIM66,Brain - Putamen (basal ganglia),3.0515,brain,35
Light,TRIM66,Brain - Spinal cord (cervical c-1),2.874,spinal_cord,28.000000000000004
Light,TRIM66,Brain - Substantia nigra,2.5205,brain,28.999999999999996
Light,TRIM66,Breast - Mammary Tissue,7.501,breast,39
Light,TRIM66,Cervix - Ectocervix,8.376,ectocervix,38
Light,TRIM66,Cervix - Endocervix,7.565,uterine_cervix,34
Light,TRIM66,Colon - Sigmoid,6.468,colon,37
Light,TRIM66,Colon - Transverse,6.26,colon,36
Light,TRIM66,Esophagus - Gastroesophageal Junction,6.322,esophagus,37
Light,TRIM66,Esophagus - Mucosa,7.248,esophagus,43
Light,TRIM66,Esophagus - Muscularis,5.9515,esophagus,36
Light,TRIM66,Fallopian Tube,8.527,fallopian_tube,37
Light,TRIM66,Heart - Atrial Appendage,1.976,heart,26
Light,TRIM66,Heart - Left Ventricle,1.259,heart,30
Light,TRIM66,Kidney - Cortex,4.495,kidney,41
Light,TRIM66,Liver,7.045,liver,68
Light,TRIM66,Lung,7.406,lung,31
Light,TRIM66,Minor Salivary Gland,6.844,salivary_gland,39
Light,TRIM66,Muscle - Skeletal,2.3165,skeletal_muscle,40
Light,TRIM66,Nerve - Tibial,12.78,nerve,44
Light,TRIM66,Ovary,7.78,ovary,39
Light,TRIM66,Pancreas,6.0375,pancreas,60
Light,TRIM66,Pituitary,18.13,pituitary_gland,63
Light,TRIM66,Prostate,8.321,prostate,38
Light,TRIM66,Skin - Not Sun Exposed (Suprapubic),10.39,skin,48
Light,TRIM66,Skin - Sun Exposed (Lower leg),11.63,skin,49
Light,TRIM66,Small Intestine - Terminal Ileum,8.79,small_intestine,40
Light,TRIM66,Spleen,9.859,spleen,42
Light,TRIM66,Stomach,6.9235,stomach,45
Light,TRIM66,Testis,35.31,testis,76
Light,TRIM66,Thyroid,13.56,thyroid_gland,46
Light,TRIM66,Uterus,8.333,uterus,37
Light,TRIM66,Vagina,8.07,vagina,36
Light,TRIM66,Whole Blood,2.684,NA,47
Light,WEE1,Adipose - Subcutaneous,9.1205,adipose_tissue,43
Light,WEE1,Adipose - Visceral (Omentum),11.02,adipose_tissue,50
Light,WEE1,Adrenal Gland,4.6165,adrenal_gland,37
Light,WEE1,Artery - Aorta,23.1,aorta,69
Light,WEE1,Artery - Coronary,21.07,coronary_artery,67
Light,WEE1,Artery - Tibial,20,NA,64
Light,WEE1,Bladder,41.57,urinary_bladder,82
Light,WEE1,Brain - Amygdala,0.83295,amygdala,17
Light,WEE1,Brain - Anterior cingulate cortex (BA24),0.761,brain,15
Light,WEE1,Brain - Caudate (basal ganglia),0.7866,brain,15
Light,WEE1,Brain - Cerebellar Hemisphere,3.378,cerebellar_hemisphere,28.999999999999996
Light,WEE1,Brain - Cerebellum,2.97,cerebellum,25
Light,WEE1,Brain - Cortex,0.71705,prefrontal_cortex,12
Light,WEE1,Brain - Frontal Cortex (BA9),0.6584,frontal_cortex,12
Light,WEE1,Brain - Hippocampus,0.7968,hippocampus,16
Light,WEE1,Brain - Hypothalamus,1.924,brain,22
Light,WEE1,Brain - Nucleus accumbens (basal ganglia),0.6826,brain,13
Light,WEE1,Brain - Putamen (basal ganglia),0.6647,brain,15
Light,WEE1,Brain - Spinal cord (cervical c-1),1.634,spinal_cord,22
Light,WEE1,Brain - Substantia nigra,1.286,brain,21
Light,WEE1,Breast - Mammary Tissue,18.18,breast,62
Light,WEE1,Cervix - Ectocervix,17.63,ectocervix,56.99999999999999
Light,WEE1,Cervix - Endocervix,14.21,uterine_cervix,49
Light,WEE1,Colon - Sigmoid,20.74,colon,68
Light,WEE1,Colon - Transverse,13.14,colon,56.99999999999999
Light,WEE1,Esophagus - Gastroesophageal Junction,19.1,esophagus,67
Light,WEE1,Esophagus - Mucosa,19.06,esophagus,70
Light,WEE1,Esophagus - Muscularis,17.67,esophagus,64
Light,WEE1,Fallopian Tube,25.99,fallopian_tube,70
Light,WEE1,Heart - Atrial Appendage,17.09,heart,80
Light,WEE1,Heart - Left Ventricle,9.125,heart,74
Light,WEE1,Kidney - Cortex,5.068,kidney,43
Light,WEE1,Liver,5.819,liver,62
Light,WEE1,Lung,11.11,lung,41
Light,WEE1,Minor Salivary Gland,17.97,salivary_gland,68
Light,WEE1,Muscle - Skeletal,4.084,skeletal_muscle,50
Light,WEE1,Nerve - Tibial,8.795,nerve,37
Light,WEE1,Ovary,14.15,ovary,51
Light,WEE1,Pancreas,2.685,pancreas,37
Light,WEE1,Pituitary,8.636,pituitary_gland,41
Light,WEE1,Prostate,13.275,prostate,50
Light,WEE1,Skin - Not Sun Exposed (Suprapubic),52.1,skin,89
Light,WEE1,Skin - Sun Exposed (Lower leg),36.49,skin,81
Light,WEE1,Small Intestine - Terminal Ileum,13.12,small_intestine,53
Light,WEE1,Spleen,9.7325,spleen,41
Light,WEE1,Stomach,10.46,stomach,56.99999999999999
Light,WEE1,Testis,25.14,testis,66
Light,WEE1,Thyroid,14.86,thyroid_gland,48
Light,WEE1,Uterus,35.96,uterus,75
Light,WEE1,Vagina,15.34,vagina,53
Light,WEE1,Whole Blood,0.9634,NA,33
Dark,CSNK2A3,Adipose - Subcutaneous,0.3229,adipose_tissue,12
Dark,CSNK2A3,Adipose - Visceral (Omentum),0.2664,adipose_tissue,10
Dark,CSNK2A3,Adrenal Gland,0.1926,adrenal_gland,9
Dark,CSNK2A3,Artery - Aorta,0.2702,aorta,10
Dark,CSNK2A3,Artery - Coronary,0.2353,coronary_artery,9
Dark,CSNK2A3,Artery - Tibial,0.3927,NA,15
Dark,CSNK2A3,Bladder,0.1718,urinary_bladder,5
Dark,CSNK2A3,Brain - Amygdala,0.1228,amygdala,7.000000000000001
Dark,CSNK2A3,Brain - Anterior cingulate cortex (BA24),0.1236,brain,7.000000000000001
Dark,CSNK2A3,Brain - Caudate (basal ganglia),0.1308,brain,7.000000000000001
Dark,CSNK2A3,Brain - Cerebellar Hemisphere,0.27805,cerebellar_hemisphere,9
Dark,CSNK2A3,Brain - Cerebellum,0.4235,cerebellum,10
Dark,CSNK2A3,Brain - Cortex,0.14205,prefrontal_cortex,7.000000000000001
Dark,CSNK2A3,Brain - Frontal Cortex (BA9),0.1613,frontal_cortex,7.000000000000001
Dark,CSNK2A3,Brain - Hippocampus,0.1514,hippocampus,7.000000000000001
Dark,CSNK2A3,Brain - Hypothalamus,0.1232,brain,5
Dark,CSNK2A3,Brain - Nucleus accumbens (basal ganglia),0.1265,brain,7.000000000000001
Dark,CSNK2A3,Brain - Putamen (basal ganglia),0.087245,brain,6
Dark,CSNK2A3,Brain - Spinal cord (cervical c-1),0.1619,spinal_cord,7.000000000000001
Dark,CSNK2A3,Brain - Substantia nigra,0.1361,brain,8
Dark,CSNK2A3,Breast - Mammary Tissue,0.27435,breast,8
Dark,CSNK2A3,Cervix - Ectocervix,0.40865,ectocervix,11
Dark,CSNK2A3,Cervix - Endocervix,0.3047,uterine_cervix,9
Dark,CSNK2A3,Colon - Sigmoid,0.2975,colon,10
Dark,CSNK2A3,Colon - Transverse,0.2131,colon,6
Dark,CSNK2A3,Esophagus - Gastroesophageal Junction,0.23255,esophagus,9
Dark,CSNK2A3,Esophagus - Mucosa,0.2684,esophagus,9
Dark,CSNK2A3,Esophagus - Muscularis,0.2582,esophagus,10
Dark,CSNK2A3,Fallopian Tube,0.2778,fallopian_tube,8
Dark,CSNK2A3,Heart - Atrial Appendage,0.2159,heart,12
Dark,CSNK2A3,Heart - Left Ventricle,0.1556,heart,14.000000000000002
Dark,CSNK2A3,Kidney - Cortex,0.1282,kidney,6
Dark,CSNK2A3,Liver,0.07635,liver,10
Dark,CSNK2A3,Lung,0.4857,lung,10
Dark,CSNK2A3,Minor Salivary Gland,0.2445,salivary_gland,8
Dark,CSNK2A3,Muscle - Skeletal,0.3471,skeletal_muscle,18
Dark,CSNK2A3,Nerve - Tibial,0.33895,nerve,9
Dark,CSNK2A3,Ovary,0.2655,ovary,10
Dark,CSNK2A3,Pancreas,0.09226,pancreas,7.000000000000001
Dark,CSNK2A3,Pituitary,0.1594,pituitary_gland,4
Dark,CSNK2A3,Prostate,0.25145,prostate,6
Dark,CSNK2A3,Skin - Not Sun Exposed (Suprapubic),0.3361,skin,10
Dark,CSNK2A3,Skin - Sun Exposed (Lower leg),0.3665,skin,11
Dark,CSNK2A3,Small Intestine - Terminal Ileum,0.1644,small_intestine,6
Dark,CSNK2A3,Spleen,0.1386,spleen,8
Dark,CSNK2A3,Stomach,0.1728,stomach,6
Dark,CSNK2A3,Testis,0.751,testis,4
Dark,CSNK2A3,Thyroid,0.46975,thyroid_gland,11
Dark,CSNK2A3,Uterus,0.3962,uterus,11
Dark,CSNK2A3,Vagina,0.2723,vagina,8
Dark,CSNK2A3,Whole Blood,0.08128,NA,15
Light,PIK3C2A,Adipose - Subcutaneous,28.68,adipose_tissue,74
Light,PIK3C2A,Adipose - Visceral (Omentum),25.35,adipose_tissue,75
Light,PIK3C2A,Adrenal Gland,16.41,adrenal_gland,73
Light,PIK3C2A,Artery - Aorta,27.81,aorta,73
Light,PIK3C2A,Artery - Coronary,29.51,coronary_artery,76
Light,PIK3C2A,Artery - Tibial,32.42,NA,77
Light,PIK3C2A,Bladder,22.69,urinary_bladder,65
Light,PIK3C2A,Brain - Amygdala,10.13,amygdala,67
Light,PIK3C2A,Brain - Anterior cingulate cortex (BA24),9.29,brain,61
Light,PIK3C2A,Brain - Caudate (basal ganglia),16.46,brain,78
Light,PIK3C2A,Brain - Cerebellar Hemisphere,22.02,cerebellar_hemisphere,60
Light,PIK3C2A,Brain - Cerebellum,28.14,cerebellum,71
Light,PIK3C2A,Brain - Cortex,10.615,prefrontal_cortex,56.99999999999999
Light,PIK3C2A,Brain - Frontal Cortex (BA9),9.773,frontal_cortex,53
Light,PIK3C2A,Brain - Hippocampus,7.841,hippocampus,59
Light,PIK3C2A,Brain - Hypothalamus,9.204,brain,59
Light,PIK3C2A,Brain - Nucleus accumbens (basal ganglia),18.87,brain,78
Light,PIK3C2A,Brain - Putamen (basal ganglia),12.205,brain,74
Light,PIK3C2A,Brain - Spinal cord (cervical c-1),15.19,spinal_cord,73
Light,PIK3C2A,Brain - Substantia nigra,10.31,brain,69
Light,PIK3C2A,Breast - Mammary Tissue,26.245,breast,75
Light,PIK3C2A,Cervix - Ectocervix,34.365,ectocervix,78
Light,PIK3C2A,Cervix - Endocervix,36.57,uterine_cervix,77
Light,PIK3C2A,Colon - Sigmoid,20.85,colon,68
Light,PIK3C2A,Colon - Transverse,13.235,colon,57.99999999999999
Light,PIK3C2A,Esophagus - Gastroesophageal Junction,22.94,esophagus,73
Light,PIK3C2A,Esophagus - Mucosa,12.78,esophagus,56.99999999999999
Light,PIK3C2A,Esophagus - Muscularis,22.455,esophagus,73
Light,PIK3C2A,Fallopian Tube,30.58,fallopian_tube,74
Light,PIK3C2A,Heart - Atrial Appendage,10.6,heart,68
Light,PIK3C2A,Heart - Left Ventricle,5.924,heart,62
Light,PIK3C2A,Kidney - Cortex,11.88,kidney,71
Light,PIK3C2A,Liver,6.022,liver,63
Light,PIK3C2A,Lung,32.7,lung,73
Light,PIK3C2A,Minor Salivary Gland,17.3,salivary_gland,66
Light,PIK3C2A,Muscle - Skeletal,4.5,skeletal_muscle,51
Light,PIK3C2A,Nerve - Tibial,29.92,nerve,73
Light,PIK3C2A,Ovary,23.73,ovary,68
Light,PIK3C2A,Pancreas,6.971,pancreas,65
Light,PIK3C2A,Pituitary,19.12,pituitary_gland,65
Light,PIK3C2A,Prostate,21.875,prostate,69
Light,PIK3C2A,Skin - Not Sun Exposed (Suprapubic),15.63,skin,60
Light,PIK3C2A,Skin - Sun Exposed (Lower leg),16.32,skin,59
Light,PIK3C2A,Small Intestine - Terminal Ileum,14.46,small_intestine,56.99999999999999
Light,PIK3C2A,Spleen,15.22,spleen,54
Light,PIK3C2A,Stomach,14.365,stomach,68
Light,PIK3C2A,Testis,26.53,testis,68
Light,PIK3C2A,Thyroid,34.755,thyroid_gland,77
Light,PIK3C2A,Uterus,34.62,uterus,74
Light,PIK3C2A,Vagina,21.74,vagina,66
Light,PIK3C2A,Whole Blood,1.967,NA,43
Dark,HIPK3,Adipose - Subcutaneous,81.12,adipose_tissue,96
Dark,HIPK3,Adipose - Visceral (Omentum),66.07,adipose_tissue,94
Dark,HIPK3,Adrenal Gland,21.27,adrenal_gland,78
Dark,HIPK3,Artery - Aorta,53.06,aorta,88
Dark,HIPK3,Artery - Coronary,53.69,coronary_artery,90
Dark,HIPK3,Artery - Tibial,68.69,NA,92
Dark,HIPK3,Bladder,51.62,urinary_bladder,87
Dark,HIPK3,Brain - Amygdala,10.32,amygdala,68
Dark,HIPK3,Brain - Anterior cingulate cortex (BA24),10.02,brain,63
Dark,HIPK3,Brain - Caudate (basal ganglia),10.08,brain,63
Dark,HIPK3,Brain - Cerebellar Hemisphere,23.385,cerebellar_hemisphere,63
Dark,HIPK3,Brain - Cerebellum,17.12,cerebellum,55.00000000000001
Dark,HIPK3,Brain - Cortex,8.0315,prefrontal_cortex,50
Dark,HIPK3,Brain - Frontal Cortex (BA9),11.84,frontal_cortex,56.99999999999999
Dark,HIPK3,Brain - Hippocampus,10.28,hippocampus,68
Dark,HIPK3,Brain - Hypothalamus,14.25,brain,73
Dark,HIPK3,Brain - Nucleus accumbens (basal ganglia),10.9,brain,63
Dark,HIPK3,Brain - Putamen (basal ganglia),8.2375,brain,63
Dark,HIPK3,Brain - Spinal cord (cervical c-1),23.01,spinal_cord,82
Dark,HIPK3,Brain - Substantia nigra,11.91,brain,73
Dark,HIPK3,Breast - Mammary Tissue,62.465,breast,94
Dark,HIPK3,Cervix - Ectocervix,52.91,ectocervix,87
Dark,HIPK3,Cervix - Endocervix,53.27,uterine_cervix,86
Dark,HIPK3,Colon - Sigmoid,56.18,colon,91
Dark,HIPK3,Colon - Transverse,26.915,colon,80
Dark,HIPK3,Esophagus - Gastroesophageal Junction,56.085,esophagus,91
Dark,HIPK3,Esophagus - Mucosa,27.7,esophagus,79
Dark,HIPK3,Esophagus - Muscularis,58.525,esophagus,92
Dark,HIPK3,Fallopian Tube,62.96,fallopian_tube,90
Dark,HIPK3,Heart - Atrial Appendage,29.14,heart,89
Dark,HIPK3,Heart - Left Ventricle,22.68,heart,90
Dark,HIPK3,Kidney - Cortex,15.58,kidney,77
Dark,HIPK3,Liver,12.71,liver,84
Dark,HIPK3,Lung,47.86,lung,84
Dark,HIPK3,Minor Salivary Gland,33.38,salivary_gland,86
Dark,HIPK3,Muscle - Skeletal,41.725,skeletal_muscle,90
Dark,HIPK3,Nerve - Tibial,76.695,nerve,93
Dark,HIPK3,Ovary,47.68,ovary,86
Dark,HIPK3,Pancreas,11.55,pancreas,80
Dark,HIPK3,Pituitary,23.57,pituitary_gland,72
Dark,HIPK3,Prostate,33.295,prostate,80
Dark,HIPK3,Skin - Not Sun Exposed (Suprapubic),33.95,skin,80
Dark,HIPK3,Skin - Sun Exposed (Lower leg),38.54,skin,82
Dark,HIPK3,Small Intestine - Terminal Ileum,30.39,small_intestine,82
Dark,HIPK3,Spleen,29.325,spleen,72
Dark,HIPK3,Stomach,23.24,stomach,82
Dark,HIPK3,Testis,21.73,testis,61
Dark,HIPK3,Thyroid,56.54,thyroid_gland,89
Dark,HIPK3,Uterus,69.18,uterus,90
Dark,HIPK3,Vagina,43.53,vagina,84
Dark,HIPK3,Whole Blood,14.01,NA,74
Light,DGKZ,Adipose - Subcutaneous,29.23,adipose_tissue,75
Light,DGKZ,Adipose - Visceral (Omentum),24.38,adipose_tissue,73
Light,DGKZ,Adrenal Gland,15.18,adrenal_gland,70
Light,DGKZ,Artery - Aorta,18.56,aorta,63
Light,DGKZ,Artery - Coronary,21.72,coronary_artery,68
Light,DGKZ,Artery - Tibial,19.19,NA,63
Light,DGKZ,Bladder,28.97,urinary_bladder,73
Light,DGKZ,Brain - Amygdala,84.635,amygdala,98
Light,DGKZ,Brain - Anterior cingulate cortex (BA24),144.8,brain,99
Light,DGKZ,Brain - Caudate (basal ganglia),59.39,brain,96
Light,DGKZ,Brain - Cerebellar Hemisphere,69.475,cerebellar_hemisphere,88
Light,DGKZ,Brain - Cerebellum,95.47,cerebellum,93
Light,DGKZ,Brain - Cortex,177.6,prefrontal_cortex,99
Light,DGKZ,Brain - Frontal Cortex (BA9),166.1,frontal_cortex,99
Light,DGKZ,Brain - Hippocampus,126.2,hippocampus,100
Light,DGKZ,Brain - Hypothalamus,30.73,brain,90
Light,DGKZ,Brain - Nucleus accumbens (basal ganglia),68.27,brain,97
Light,DGKZ,Brain - Putamen (basal ganglia),51.635,brain,97
Light,DGKZ,Brain - Spinal cord (cervical c-1),25.55,spinal_cord,85
Light,DGKZ,Brain - Substantia nigra,23.29,brain,88
Light,DGKZ,Breast - Mammary Tissue,27.855,breast,76
Light,DGKZ,Cervix - Ectocervix,26.16,ectocervix,71
Light,DGKZ,Cervix - Endocervix,32.76,uterine_cervix,75
Light,DGKZ,Colon - Sigmoid,25.62,colon,75
Light,DGKZ,Colon - Transverse,20.395,colon,72
Light,DGKZ,Esophagus - Gastroesophageal Junction,22.165,esophagus,73
Light,DGKZ,Esophagus - Mucosa,21.25,esophagus,73
Light,DGKZ,Esophagus - Muscularis,23.345,esophagus,74
Light,DGKZ,Fallopian Tube,26.01,fallopian_tube,70
Light,DGKZ,Heart - Atrial Appendage,32.44,heart,91
Light,DGKZ,Heart - Left Ventricle,18.77,heart,87
Light,DGKZ,Kidney - Cortex,19.2,kidney,83
Light,DGKZ,Liver,6.236,liver,65
Light,DGKZ,Lung,32.63,lung,73
Light,DGKZ,Minor Salivary Gland,20.05,salivary_gland,71
Light,DGKZ,Muscle - Skeletal,48.455,skeletal_muscle,92
Light,DGKZ,Nerve - Tibial,25.31,nerve,66
Light,DGKZ,Ovary,19.49,ovary,62
Light,DGKZ,Pancreas,15.155,pancreas,85
Light,DGKZ,Pituitary,94.36,pituitary_gland,98
Light,DGKZ,Prostate,34.49,prostate,81
Light,DGKZ,Skin - Not Sun Exposed (Suprapubic),26.5,skin,75
Light,DGKZ,Skin - Sun Exposed (Lower leg),28.01,skin,75
Light,DGKZ,Small Intestine - Terminal Ileum,35.58,small_intestine,86
Light,DGKZ,Spleen,55.56,spleen,86
Light,DGKZ,Stomach,20.745,stomach,79
Light,DGKZ,Testis,25.38,testis,67
Light,DGKZ,Thyroid,23.62,thyroid_gland,65
Light,DGKZ,Uterus,28.15,uterus,68
Light,DGKZ,Vagina,25.52,vagina,70
Light,DGKZ,Whole Blood,51.21,NA,90
Light,MARK2,Adipose - Subcutaneous,14.925,adipose_tissue,55.00000000000001
Light,MARK2,Adipose - Visceral (Omentum),14.55,adipose_tissue,57.99999999999999
Light,MARK2,Adrenal Gland,15.18,adrenal_gland,70
Light,MARK2,Artery - Aorta,20.04,aorta,65
Light,MARK2,Artery - Coronary,18.41,coronary_artery,62
Light,MARK2,Artery - Tibial,19.64,NA,63
Light,MARK2,Bladder,26.27,urinary_bladder,71
Light,MARK2,Brain - Amygdala,9.793,amygdala,67
Light,MARK2,Brain - Anterior cingulate cortex (BA24),13.1,brain,70
Light,MARK2,Brain - Caudate (basal ganglia),13.555,brain,72
Light,MARK2,Brain - Cerebellar Hemisphere,31.955,cerebellar_hemisphere,73
Light,MARK2,Brain - Cerebellum,35.29,cerebellum,78
Light,MARK2,Brain - Cortex,20.74,prefrontal_cortex,75
Light,MARK2,Brain - Frontal Cortex (BA9),19.66,frontal_cortex,72
Light,MARK2,Brain - Hippocampus,11.54,hippocampus,71
Light,MARK2,Brain - Hypothalamus,11.55,brain,66
Light,MARK2,Brain - Nucleus accumbens (basal ganglia),16.72,brain,76
Light,MARK2,Brain - Putamen (basal ganglia),11.165,brain,72
Light,MARK2,Brain - Spinal cord (cervical c-1),15.27,spinal_cord,73
Light,MARK2,Brain - Substantia nigra,9.211,brain,66
Light,MARK2,Breast - Mammary Tissue,20.815,breast,67
Light,MARK2,Cervix - Ectocervix,25.815,ectocervix,70
Light,MARK2,Cervix - Endocervix,25.81,uterine_cervix,67
Light,MARK2,Colon - Sigmoid,19.73,colon,66
Light,MARK2,Colon - Transverse,25.545,colon,78
Light,MARK2,Esophagus - Gastroesophageal Junction,19.325,esophagus,67
Light,MARK2,Esophagus - Mucosa,56.16,esophagus,92
Light,MARK2,Esophagus - Muscularis,19.15,esophagus,67
Light,MARK2,Fallopian Tube,24.59,fallopian_tube,68
Light,MARK2,Heart - Atrial Appendage,11.55,heart,71
Light,MARK2,Heart - Left Ventricle,10.71,heart,77
Light,MARK2,Kidney - Cortex,13.46,kidney,74
Light,MARK2,Liver,7.464,liver,70
Light,MARK2,Lung,27.86,lung,69
Light,MARK2,Minor Salivary Gland,33.14,salivary_gland,85
Light,MARK2,Muscle - Skeletal,11.87,skeletal_muscle,72
Light,MARK2,Nerve - Tibial,23.235,nerve,64
Light,MARK2,Ovary,20.05,ovary,63
Light,MARK2,Pancreas,12.18,pancreas,81
Light,MARK2,Pituitary,31.43,pituitary_gland,81
Light,MARK2,Prostate,33.69,prostate,81
Light,MARK2,Skin - Not Sun Exposed (Suprapubic),51.95,skin,88
Light,MARK2,Skin - Sun Exposed (Lower leg),50.81,skin,88
Light,MARK2,Small Intestine - Terminal Ileum,29.12,small_intestine,80
Light,MARK2,Spleen,36.01,spleen,77
Light,MARK2,Stomach,17.96,stomach,76
Light,MARK2,Testis,20.94,testis,60
Light,MARK2,Thyroid,32.565,thyroid_gland,75
Light,MARK2,Uterus,26.51,uterus,67
Light,MARK2,Vagina,38.08,vagina,80
Light,MARK2,Whole Blood,39.56,NA,87
Light,RPS6KA4,Adipose - Subcutaneous,29.005,adipose_tissue,75
Light,RPS6KA4,Adipose - Visceral (Omentum),27.17,adipose_tissue,77
Light,RPS6KA4,Adrenal Gland,20.26,adrenal_gland,76
Light,RPS6KA4,Artery - Aorta,33.49,aorta,78
Light,RPS6KA4,Artery - Coronary,35.65,coronary_artery,82
Light,RPS6KA4,Artery - Tibial,32.28,NA,77
Light,RPS6KA4,Bladder,33.68,urinary_bladder,79
Light,RPS6KA4,Brain - Amygdala,20.62,amygdala,85
Light,RPS6KA4,Brain - Anterior cingulate cortex (BA24),30.42,brain,87
Light,RPS6KA4,Brain - Caudate (basal ganglia),25.95,brain,87
Light,RPS6KA4,Brain - Cerebellar Hemisphere,123.55,cerebellar_hemisphere,95
Light,RPS6KA4,Brain - Cerebellum,129.7,cerebellum,95
Light,RPS6KA4,Brain - Cortex,37.07,prefrontal_cortex,85
Light,RPS6KA4,Brain - Frontal Cortex (BA9),34.19,frontal_cortex,84
Light,RPS6KA4,Brain - Hippocampus,15.53,hippocampus,78
Light,RPS6KA4,Brain - Hypothalamus,20.96,brain,82
Light,RPS6KA4,Brain - Nucleus accumbens (basal ganglia),30.96,brain,87
Light,RPS6KA4,Brain - Putamen (basal ganglia),22.49,brain,87
Light,RPS6KA4,Brain - Spinal cord (cervical c-1),23.86,spinal_cord,84
Light,RPS6KA4,Brain - Substantia nigra,17.875,brain,82
Light,RPS6KA4,Breast - Mammary Tissue,25.74,breast,74
Light,RPS6KA4,Cervix - Ectocervix,32.87,ectocervix,77
Light,RPS6KA4,Cervix - Endocervix,31.5,uterine_cervix,73
Light,RPS6KA4,Colon - Sigmoid,27.41,colon,76
Light,RPS6KA4,Colon - Transverse,27.59,colon,81
Light,RPS6KA4,Esophagus - Gastroesophageal Junction,24.475,esophagus,74
Light,RPS6KA4,Esophagus - Mucosa,48.94,esophagus,90
